,NSTG,ARWR,ACER,OMER,HIIQ,CLF,DDD,ICPT,AMRN,EXAS,PCRX,PTCT,INSY,FATE,TNDM,DRNA,ALDX,NERV,PRQR,BOOT,FRPT,NVTA,KALV,VKTX,TDOC,NVCR,RETA,TWLO,TCMD,TTD
163,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
165,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,1.0,1.0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1
166,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0
167,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1.0,0.0,1.0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0
168,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1.0,0.0,1.0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0
169,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,1.0,0.0,1.0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0
170,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1
171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.0,0.0,1.0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1
172,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,0.0,0.0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1
173,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
174,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
175,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0.0,1.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0.0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1
177,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0.0,1.0,1.0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1
178,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,1.0,0.0,0.0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
179,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
180,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
181,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1
182,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.0,1.0,1.0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
183,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,1.0,1.0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
184,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,1.0,0.0,0.0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1
185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0
186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1
187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
188,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,0.0,1.0,0.0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0
189,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0
190,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1.0,1.0,0.0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1
191,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1.0,1.0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0
192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0
194,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1
195,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1
196,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1.0,0.0,1.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1
197,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0
199,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.0,1.0,0.0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1
201,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1
202,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0.0,1.0,0.0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1
203,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0
205,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1
206,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0
207,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1
208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
209,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0.0,1.0,0.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
210,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,0.0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
211,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
212,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0.0,1.0,1.0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
214,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
215,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,1.0,0.0,1.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
219,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,1.0,0.0,0.0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1
220,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1.0,1.0,0.0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0
221,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1
222,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0
223,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0.0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0
224,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
225,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0
226,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1.0,1.0,1.0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0
227,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,1.0,1.0,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
228,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,0.0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0
229,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,1.0,0.0,1.0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1
230,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0
231,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,1.0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1
233,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
234,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0
235,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
236,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0,1.0,1.0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
237,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0
238,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
239,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0
240,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0
241,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,0.0,1.0,1.0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1
242,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1
243,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0.0,0.0,1.0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1
244,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1
245,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1
246,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1.0,1.0,0.0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1
247,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
248,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
249,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1.0,1.0,1.0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0
250,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0
251,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1
252,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1.0,0.0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1
253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
254,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1
255,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0
256,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1
257,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,1.0,1.0,1.0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1
258,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
259,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1
260,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
261,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1
262,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,0.0,1.0,1.0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0
263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
264,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
265,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1
266,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,0.0,1.0,1.0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1
267,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,1.0,0.0,1.0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1
268,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0.0,1.0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1
269,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0
270,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,0.0,0.0,1.0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1
271,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
273,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,0.0,1.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
275,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0.0,0.0,1.0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0
276,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1
277,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
279,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1
280,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1.0,1.0,1.0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1
281,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1
282,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
283,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0
284,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,1.0,1.0,0.0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1
285,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1
286,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,1.0,1.0,0.0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0
287,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0.0,1.0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
288,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1
289,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1.0,0.0,1.0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1
290,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0
291,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1.0,0.0,1.0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1
292,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1,0.0,1.0,1.0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1
293,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1.0,0.0,1.0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0
294,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0
295,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
296,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,1.0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
297,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,1.0,1.0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1
298,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1.0,1.0,0.0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1
299,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,1.0,1.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1
300,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0
301,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0.0,1.0,1.0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1
302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
303,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0
304,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0
305,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1
306,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,0.0,0.0,1.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
307,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1
308,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
309,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,0.0,1.0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1
310,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1.0,1.0,1.0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1
311,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1
312,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,1.0,1.0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1
313,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,0.0,0.0,1.0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0
314,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0
315,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
316,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
317,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1.0,0.0,1.0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0
318,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0
319,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
320,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
321,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1
322,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0
323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1
324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1
325,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
326,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
