,PTCT,RETA,DRNA,ARWR,KALV,TNDM,INSY,VKTX,CLF,OMER,FATE,NVTA,NERV,AMRN,ACER,ALDX,PRQR,HIIQ,TWLO,BOOT,NSTG,ICPT,DDD,EXAS,TTD,FRPT,TDOC,PCRX,NVCR,TCMD
163,1.0,1,1,1.0,1,1,1,1,1.0,1.0,1,1,1,1,0.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1,1
164,1.0,1,1,1.0,1,1,1,1,1.0,1.0,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1,1
165,1.0,1,0,1.0,0,1,1,1,0.0,0.0,0,1,1,1,0.0,0,1,1.0,0,1,1.0,1.0,0.0,1.0,1,1,1,1.0,0,1
166,0.0,1,1,1.0,0,1,1,1,1.0,0.0,1,0,1,1,1.0,1,1,0.0,1,1,0.0,0.0,1.0,1.0,0,0,0,1.0,1,0
167,1.0,0,0,1.0,1,1,1,1,1.0,0.0,1,0,1,1,1.0,0,1,0.0,1,1,0.0,0.0,1.0,1.0,0,0,1,0.0,1,0
168,1.0,1,1,1.0,1,1,1,0,1.0,1.0,1,0,1,0,0.0,1,1,1.0,1,0,0.0,1.0,0.0,1.0,0,1,1,0.0,0,1
169,1.0,1,1,1.0,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1,1.0,0,1,1.0,1.0,1.0,1.0,0,0,0,0.0,1,0
170,1.0,1,0,0.0,0,1,1,1,1.0,0.0,1,1,1,0,1.0,1,1,1.0,1,0,0.0,1.0,1.0,1.0,1,0,1,1.0,1,0
171,1.0,0,1,1.0,1,0,1,1,1.0,1.0,1,0,1,1,1.0,1,0,1.0,0,1,1.0,0.0,1.0,0.0,1,1,1,0.0,1,1
172,0.0,1,1,1.0,0,1,1,0,1.0,0.0,1,1,1,0,0.0,0,0,1.0,1,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1,1
173,1.0,1,1,1.0,0,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,1.0,1,1,0.0,1.0,1.0,1.0,1,1,1,0.0,1,1
174,1.0,1,1,1.0,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,0.0,1,1,1.0,1.0,1.0,1.0,1,0,0,1.0,1,1
175,1.0,1,0,1.0,1,1,1,1,1.0,1.0,1,1,1,0,0.0,1,1,1.0,0,1,1.0,1.0,1.0,1.0,1,1,1,0.0,1,1
176,0.0,1,1,1.0,1,0,0,1,1.0,1.0,1,1,0,0,1.0,1,1,1.0,1,0,1.0,1.0,1.0,1.0,1,0,0,1.0,0,1
177,1.0,1,1,1.0,1,1,1,1,1.0,1.0,0,0,1,1,1.0,1,1,1.0,0,1,1.0,0.0,0.0,0.0,1,1,0,1.0,0,1
178,0.0,1,1,0.0,0,0,1,1,0.0,1.0,0,0,1,0,0.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,0,1,0,0.0,1,1
179,1.0,1,1,1.0,1,0,1,1,1.0,0.0,1,0,1,0,1.0,1,1,1.0,0,0,1.0,0.0,1.0,1.0,1,1,1,1.0,1,1
180,1.0,1,1,1.0,1,0,1,1,1.0,0.0,1,0,1,0,1.0,1,1,0.0,1,1,1.0,0.0,1.0,1.0,1,1,1,1.0,1,0
181,1.0,0,0,1.0,0,1,0,0,1.0,1.0,1,1,1,1,1.0,1,1,1.0,0,1,1.0,1.0,1.0,1.0,1,0,0,0.0,1,0
182,1.0,1,1,1.0,1,1,1,1,0.0,1.0,1,1,0,0,1.0,0,1,1.0,1,1,0.0,0.0,1.0,0.0,1,1,1,1.0,1,1
183,1.0,1,0,0.0,1,1,0,1,0.0,0.0,1,0,0,0,1.0,0,1,0.0,1,1,1.0,0.0,1.0,1.0,0,0,1,1.0,1,0
184,0.0,0,1,1.0,1,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1,1.0,0,1,1.0,1.0,1.0,1.0,1,0,1,0.0,1,0
185,1.0,1,0,1.0,1,0,1,1,1.0,1.0,1,1,0,1,1.0,0,1,1.0,1,0,1.0,1.0,1.0,1.0,0,0,1,0.0,0,1
186,1.0,1,1,1.0,1,1,1,1,1.0,1.0,1,1,0,0,1.0,1,1,1.0,1,0,1.0,1.0,1.0,1.0,1,0,1,1.0,1,1
187,1.0,1,1,1.0,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,0.0,1,1,1,1.0,1,1
188,0.0,1,1,1.0,1,0,1,1,0.0,1.0,1,1,1,1,1.0,1,1,1.0,0,0,0.0,0.0,1.0,0.0,0,1,0,1.0,1,1
189,0.0,1,1,1.0,1,1,1,0,1.0,0.0,0,0,1,1,1.0,0,1,0.0,1,1,0.0,1.0,0.0,1.0,0,0,0,1.0,1,1
190,0.0,1,1,1.0,1,1,0,1,0.0,1.0,1,1,0,0,1.0,1,1,1.0,0,1,1.0,1.0,1.0,1.0,1,0,1,1.0,1,0
191,0.0,1,1,1.0,1,1,1,1,0.0,0.0,1,1,1,1,1.0,1,0,1.0,0,1,0.0,1.0,0.0,1.0,0,1,1,1.0,0,1
192,1.0,1,1,1.0,1,1,1,1,1.0,1.0,1,0,1,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,0.0,1,0,1,1.0,1,1
193,1.0,1,1,1.0,0,1,0,1,1.0,1.0,1,0,1,1,1.0,1,1,1.0,0,1,1.0,0.0,1.0,1.0,0,1,0,1.0,1,0
194,1.0,0,1,1.0,1,1,1,0,1.0,1.0,1,1,1,1,1.0,0,1,1.0,1,1,1.0,1.0,1.0,0.0,1,0,1,1.0,1,1
195,1.0,0,1,1.0,0,1,1,1,0.0,0.0,1,0,1,1,0.0,1,1,1.0,0,1,1.0,0.0,0.0,1.0,1,0,0,1.0,1,0
196,1.0,1,0,1.0,1,1,1,1,1.0,1.0,1,0,1,1,1.0,1,1,0.0,0,1,1.0,0.0,1.0,1.0,1,1,1,0.0,1,1
197,1.0,1,1,0.0,1,1,1,1,1.0,1.0,1,1,1,1,0.0,1,1,0.0,1,1,1.0,0.0,1.0,1.0,1,1,1,1.0,1,1
198,0.0,0,1,0.0,0,1,0,1,1.0,1.0,1,0,0,0,0.0,1,1,1.0,0,1,1.0,0.0,1.0,1.0,0,0,1,1.0,1,1
199,1.0,1,1,1.0,1,1,1,0,0.0,1.0,1,1,1,1,0.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1,1
200,0.0,1,1,1.0,1,1,1,0,1.0,1.0,1,0,0,1,1.0,0,0,1.0,1,1,1.0,0.0,1.0,0.0,1,1,1,1.0,1,1
201,0.0,1,1,1.0,1,1,1,1,0.0,0.0,1,0,1,1,1.0,1,1,0.0,1,0,1.0,0.0,1.0,0.0,1,1,0,1.0,0,1
202,0.0,1,1,0.0,1,1,1,1,1.0,0.0,1,0,1,1,1.0,1,1,1.0,0,1,1.0,1.0,1.0,0.0,1,0,0,1.0,0,1
203,1.0,1,1,1.0,1,0,1,1,1.0,1.0,1,1,1,1,0.0,1,0,1.0,1,1,0.0,1.0,1.0,1.0,1,0,1,1.0,1,1
204,1.0,1,1,1.0,1,0,1,1,1.0,1.0,0,0,0,1,1.0,1,1,1.0,0,1,1.0,1.0,1.0,1.0,0,1,0,1.0,1,0
205,1.0,0,1,1.0,1,1,1,0,1.0,0.0,1,1,0,1,1.0,0,1,1.0,0,0,0.0,1.0,1.0,1.0,1,1,1,0.0,1,1
206,1.0,0,1,1.0,1,1,1,0,1.0,1.0,0,1,1,1,0.0,1,0,0.0,1,1,1.0,1.0,1.0,0.0,0,0,0,1.0,0,0
207,1.0,1,1,0.0,0,1,1,1,1.0,0.0,1,0,1,0,1.0,0,0,0.0,1,0,0.0,1.0,1.0,0.0,1,0,0,0.0,1,0
208,1.0,1,1,1.0,1,1,1,1,1.0,1.0,0,1,0,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,0,1,1.0,1,1
209,0.0,1,1,1.0,1,1,1,1,1.0,1.0,1,1,1,1,1.0,0,1,0.0,0,1,0.0,0.0,1.0,0.0,0,1,1,1.0,1,1
210,0.0,1,1,1.0,1,0,1,1,1.0,1.0,1,0,1,0,1.0,1,1,1.0,1,1,1.0,1.0,1.0,0.0,0,1,0,1.0,1,1
211,1.0,1,1,1.0,1,1,1,1,0.0,1.0,1,1,0,0,1.0,1,1,0.0,1,1,1.0,0.0,1.0,0.0,0,1,1,0.0,1,0
212,1.0,1,1,1.0,1,1,0,1,1.0,1.0,0,0,0,0,0.0,1,1,1.0,1,1,0.0,1.0,0.0,0.0,0,1,1,1.0,1,1
213,1.0,1,0,1.0,1,0,0,1,1.0,1.0,1,1,1,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,0.0,0,0,1,1.0,1,1
214,1.0,1,1,1.0,1,1,1,1,1.0,0.0,1,1,1,1,1.0,1,1,1.0,0,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1,0
215,1.0,1,1,1.0,1,1,1,0,1.0,1.0,0,1,1,1,1.0,1,1,1.0,1,1,0.0,1.0,1.0,0.0,1,1,1,1.0,0,1
216,1.0,1,1,1.0,1,1,1,0,1.0,1.0,1,0,1,0,1.0,1,0,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1,1
217,1.0,1,1,1.0,1,1,1,1,1.0,1.0,1,1,1,0,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1,1
218,1.0,1,1,1.0,1,1,1,1,1.0,1.0,1,1,1,0,0.0,1,1,0.0,1,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1,0
219,0.0,1,1,0.0,0,1,1,0,0.0,1.0,1,0,1,0,1.0,1,1,1.0,0,1,1.0,0.0,1.0,1.0,1,1,0,0.0,1,1
220,0.0,0,1,1.0,1,1,1,1,1.0,1.0,0,0,1,0,0.0,1,1,1.0,1,0,1.0,1.0,0.0,1.0,0,0,1,1.0,0,1
221,1.0,1,1,1.0,1,1,1,1,0.0,1.0,1,0,1,1,1.0,1,1,1.0,1,1,1.0,0.0,1.0,1.0,1,1,0,1.0,0,0
222,1.0,1,1,1.0,0,1,1,1,1.0,0.0,1,1,1,1,1.0,1,1,1.0,0,1,1.0,0.0,0.0,1.0,0,1,0,0.0,0,1
223,0.0,1,1,1.0,1,1,1,0,1.0,1.0,0,0,0,0,1.0,1,1,1.0,0,1,0.0,1.0,1.0,1.0,0,1,1,1.0,0,1
224,0.0,0,1,0.0,1,1,0,1,0.0,1.0,0,1,1,0,1.0,1,0,1.0,0,1,0.0,0.0,1.0,1.0,0,1,1,0.0,0,0
225,1.0,1,1,1.0,1,1,1,1,1.0,0.0,1,0,0,1,0.0,0,0,1.0,0,0,1.0,1.0,0.0,1.0,0,1,1,1.0,1,1
226,1.0,1,1,1.0,1,0,1,1,0.0,1.0,1,0,0,1,1.0,1,0,1.0,1,1,1.0,1.0,0.0,1.0,0,1,1,1.0,0,1
227,1.0,1,1,1.0,1,0,1,1,1.0,1.0,1,1,1,1,0.0,1,1,1.0,0,1,1.0,0.0,0.0,1.0,0,1,1,1.0,1,1
228,0.0,0,1,1.0,1,1,1,1,1.0,1.0,0,0,0,1,1.0,1,1,1.0,0,1,0.0,1.0,1.0,0.0,0,0,1,1.0,1,0
229,1.0,1,1,1.0,1,1,1,1,0.0,0.0,1,0,0,1,0.0,1,0,1.0,0,1,1.0,1.0,1.0,1.0,1,1,1,0.0,1,0
230,1.0,0,1,1.0,1,1,0,1,1.0,1.0,1,0,0,1,0.0,0,1,1.0,1,1,1.0,1.0,1.0,0.0,0,0,0,1.0,1,1
231,1.0,1,1,1.0,1,1,0,1,1.0,1.0,1,1,1,1,1.0,1,1,1.0,1,1,0.0,1.0,0.0,1.0,1,0,1,1.0,1,0
232,1.0,0,0,0.0,1,1,0,1,0.0,0.0,1,0,0,1,0.0,1,1,0.0,1,1,1.0,1.0,0.0,1.0,1,1,1,1.0,1,1
233,1.0,0,1,1.0,1,0,1,1,0.0,0.0,1,1,0,0,1.0,1,0,1.0,1,1,1.0,0.0,1.0,0.0,1,1,1,0.0,1,1
234,1.0,1,0,1.0,1,1,1,1,1.0,0.0,1,0,0,0,0.0,1,1,1.0,0,1,0.0,0.0,1.0,1.0,0,1,0,1.0,0,0
235,0.0,1,1,1.0,1,1,1,1,1.0,0.0,1,0,1,1,1.0,1,1,1.0,1,1,0.0,0.0,0.0,0.0,0,1,1,0.0,1,1
236,1.0,1,1,1.0,1,1,1,1,0.0,1.0,0,1,1,1,0.0,1,0,0.0,1,1,1.0,0.0,1.0,1.0,1,0,1,1.0,1,1
237,0.0,1,1,1.0,1,1,1,1,1.0,0.0,0,1,1,1,0.0,1,0,1.0,1,1,1.0,0.0,1.0,1.0,0,0,0,1.0,0,1
238,1.0,1,0,0.0,1,1,1,1,1.0,1.0,1,1,1,1,0.0,1,1,1.0,0,1,0.0,0.0,1.0,1.0,1,1,1,1.0,1,1
239,1.0,1,1,1.0,1,1,1,1,1.0,1.0,1,1,1,0,0.0,0,1,1.0,0,1,1.0,1.0,1.0,0.0,0,0,1,0.0,1,0
240,1.0,1,1,1.0,0,0,1,1,1.0,1.0,1,1,0,1,1.0,0,1,1.0,0,1,1.0,1.0,1.0,0.0,0,1,1,1.0,1,0
241,1.0,0,0,0.0,1,1,0,0,1.0,1.0,0,0,0,1,0.0,1,1,0.0,1,0,1.0,1.0,1.0,0.0,1,1,0,1.0,1,1
242,1.0,1,0,0.0,1,0,0,1,1.0,0.0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1.0,0.0,1,1,1,1.0,1,0
243,1.0,1,1,1.0,1,1,0,1,1.0,1.0,1,1,1,0,1.0,0,1,0.0,1,1,0.0,1.0,1.0,0.0,1,1,1,0.0,0,0
244,0.0,0,0,0.0,1,0,0,1,0.0,0.0,0,1,0,0,1.0,1,1,1.0,1,1,1.0,0.0,0.0,1.0,1,1,0,1.0,1,1
245,1.0,1,0,1.0,1,0,1,1,1.0,1.0,1,1,1,0,1.0,1,1,1.0,1,0,0.0,0.0,0.0,0.0,1,0,1,0.0,1,0
246,0.0,1,0,1.0,1,1,1,1,0.0,1.0,0,1,0,1,1.0,1,1,1.0,1,1,0.0,1.0,0.0,1.0,1,1,1,1.0,0,0
247,1.0,1,1,1.0,1,1,1,1,0.0,1.0,1,0,1,0,1.0,1,1,1.0,1,1,0.0,1.0,0.0,0.0,0,1,0,1.0,1,1
248,1.0,1,1,0.0,1,1,0,0,1.0,0.0,1,1,1,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,0.0,1,0,0,1.0,1,1
249,1.0,0,1,0.0,1,1,1,1,0.0,0.0,1,1,0,0,1.0,1,0,1.0,1,0,0.0,1.0,1.0,1.0,0,0,1,1.0,1,1
250,1.0,0,1,1.0,1,1,1,0,1.0,1.0,1,1,1,0,0.0,1,1,1.0,1,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1,1
251,1.0,0,1,1.0,0,1,0,1,1.0,1.0,1,1,1,1,1.0,1,0,1.0,1,0,1.0,1.0,1.0,1.0,1,1,1,0.0,0,1
252,0.0,0,1,1.0,0,1,1,1,0.0,0.0,1,0,1,0,1.0,1,0,1.0,1,1,0.0,1.0,0.0,0.0,1,1,1,1.0,0,1
253,1.0,1,1,1.0,0,1,0,1,1.0,1.0,1,1,0,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1,1
254,1.0,0,1,1.0,0,1,1,1,1.0,1.0,1,0,1,1,1.0,1,1,0.0,0,1,0.0,1.0,0.0,0.0,1,1,0,1.0,1,1
255,1.0,1,1,1.0,1,1,1,1,1.0,1.0,1,0,1,1,1.0,1,1,1.0,0,1,1.0,1.0,0.0,1.0,0,1,0,1.0,0,0
256,0.0,0,1,1.0,0,1,1,1,1.0,0.0,1,1,1,1,1.0,1,1,0.0,1,1,1.0,0.0,1.0,1.0,1,1,1,1.0,1,0
257,1.0,1,1,1.0,1,1,1,0,0.0,1.0,0,1,0,0,1.0,1,1,1.0,1,0,0.0,1.0,0.0,1.0,1,0,1,1.0,1,1
258,1.0,1,1,1.0,1,1,0,1,0.0,1.0,0,1,1,1,0.0,1,1,1.0,0,1,0.0,0.0,0.0,1.0,1,0,1,1.0,0,1
259,1.0,0,1,0.0,1,1,0,1,0.0,1.0,1,0,1,0,1.0,1,1,1.0,0,0,1.0,0.0,1.0,0.0,1,1,0,0.0,1,0
260,1.0,1,1,1.0,1,1,1,1,1.0,1.0,1,0,1,1,1.0,1,0,1.0,1,1,1.0,1.0,0.0,1.0,1,0,1,1.0,1,1
261,1.0,1,1,1.0,0,1,0,1,1.0,1.0,1,0,0,1,1.0,1,1,1.0,1,1,0.0,1.0,1.0,1.0,1,1,0,0.0,0,1
262,1.0,1,1,0.0,1,1,0,0,0.0,0.0,0,0,1,1,1.0,1,0,1.0,1,0,0.0,1.0,1.0,0.0,0,0,1,1.0,1,1
263,0.0,0,1,1.0,1,1,1,0,1.0,1.0,1,1,1,1,1.0,1,1,1.0,1,1,1.0,0.0,1.0,0.0,1,1,1,0.0,1,1
264,1.0,1,1,1.0,1,1,1,1,1.0,0.0,0,0,1,1,0.0,1,1,1.0,1,1,1.0,1.0,1.0,0.0,1,0,1,1.0,1,1
265,0.0,1,1,1.0,1,0,0,0,0.0,0.0,1,0,0,1,1.0,0,0,0.0,1,1,0.0,0.0,1.0,1.0,1,1,1,1.0,0,1
266,1.0,1,1,1.0,1,1,0,1,0.0,1.0,1,0,0,1,1.0,0,1,1.0,1,1,1.0,0.0,1.0,0.0,1,1,1,1.0,1,1
267,1.0,1,1,1.0,1,0,1,1,1.0,1.0,1,1,1,1,1.0,1,0,1.0,1,1,0.0,0.0,0.0,1.0,1,0,0,0.0,1,1
268,1.0,0,1,1.0,1,0,1,0,1.0,1.0,0,0,1,0,1.0,0,1,1.0,1,1,0.0,0.0,0.0,1.0,1,1,0,0.0,1,1
269,1.0,1,0,1.0,1,1,1,1,1.0,1.0,1,0,1,0,0.0,1,1,1.0,1,1,0.0,1.0,1.0,0.0,0,1,0,0.0,0,1
270,1.0,0,1,1.0,1,0,1,1,0.0,1.0,1,0,1,1,1.0,1,1,0.0,1,1,0.0,1.0,1.0,0.0,1,1,1,0.0,0,0
271,1.0,1,1,1.0,1,1,0,0,0.0,1.0,1,0,1,1,1.0,1,1,0.0,1,1,0.0,1.0,1.0,1.0,1,1,1,1.0,1,1
272,1.0,1,1,1.0,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,1.0,0,1,1.0,1.0,1.0,1.0,1,1,0,1.0,1,1
273,1.0,1,1,1.0,0,1,1,1,1.0,1.0,1,1,1,1,0.0,1,1,1.0,1,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1,0
274,1.0,1,1,1.0,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,1.0,0,0,1.0,0.0,1.0,1.0,0,0,1,0.0,1,1
275,1.0,1,1,1.0,1,1,1,1,1.0,0.0,1,0,1,1,1.0,1,1,1.0,0,1,0.0,0.0,1.0,0.0,0,0,1,0.0,0,0
276,1.0,1,1,1.0,0,1,1,1,1.0,0.0,1,1,1,1,0.0,1,0,1.0,0,1,1.0,1.0,0.0,1.0,1,0,1,1.0,1,0
277,1.0,1,1,1.0,1,1,0,1,1.0,1.0,1,1,1,1,1.0,1,1,1.0,1,1,0.0,1.0,1.0,1.0,1,1,1,1.0,1,1
278,1.0,1,1,1.0,1,1,0,1,1.0,1.0,1,1,1,0,1.0,1,1,1.0,0,1,1.0,1.0,1.0,1.0,1,1,1,1.0,0,1
279,1.0,1,1,0.0,0,1,0,1,0.0,0.0,0,1,0,0,1.0,0,1,0.0,0,0,1.0,0.0,0.0,1.0,1,0,0,0.0,1,0
280,1.0,1,0,1.0,0,1,1,1,1.0,1.0,0,1,1,0,0.0,0,1,0.0,0,1,1.0,1.0,0.0,1.0,1,1,1,1.0,1,1
281,1.0,1,1,1.0,0,0,1,1,0.0,0.0,0,1,0,1,1.0,1,0,0.0,0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1,1
282,1.0,1,1,0.0,0,1,0,1,1.0,1.0,0,1,0,0,1.0,1,1,1.0,1,1,1.0,1.0,1.0,0.0,1,1,1,1.0,1,1
283,0.0,1,1,1.0,1,1,1,0,1.0,0.0,1,0,0,0,0.0,0,1,1.0,0,0,1.0,0.0,0.0,1.0,0,0,1,1.0,1,1
284,0.0,1,1,1.0,0,1,1,0,1.0,1.0,1,1,1,1,0.0,0,1,1.0,0,1,1.0,0.0,0.0,1.0,1,1,0,1.0,1,1
285,1.0,1,1,1.0,0,1,1,1,1.0,1.0,1,1,1,1,0.0,0,1,1.0,1,1,1.0,1.0,1.0,1.0,1,0,1,0.0,0,1
286,0.0,1,0,1.0,1,1,1,1,1.0,0.0,1,0,1,0,1.0,1,0,1.0,0,1,1.0,0.0,1.0,1.0,0,0,0,1.0,0,0
287,1.0,1,1,1.0,0,1,0,1,1.0,1.0,1,1,1,0,0.0,1,0,1.0,1,0,0.0,1.0,1.0,1.0,1,1,1,0.0,1,1
288,1.0,1,1,1.0,0,1,1,0,1.0,1.0,1,1,1,1,1.0,1,0,1.0,1,1,1.0,0.0,0.0,0.0,1,1,1,1.0,1,1
289,1.0,1,1,1.0,1,0,1,1,1.0,0.0,1,0,1,0,0.0,1,0,1.0,1,0,0.0,1.0,0.0,1.0,1,1,1,0.0,0,1
290,1.0,1,1,1.0,1,1,0,1,1.0,1.0,1,1,1,0,1.0,1,0,1.0,1,1,1.0,1.0,1.0,0.0,0,0,1,0.0,0,0
291,1.0,1,1,1.0,1,1,0,1,1.0,0.0,1,0,0,1,0.0,1,0,1.0,1,1,0.0,1.0,0.0,1.0,1,0,1,0.0,1,1
292,1.0,1,1,0.0,1,1,1,0,0.0,1.0,1,1,0,1,1.0,1,0,1.0,0,1,1.0,0.0,1.0,0.0,1,0,1,1.0,0,1
293,1.0,1,0,0.0,1,0,0,1,0.0,1.0,1,1,1,1,1.0,0,1,0.0,1,1,0.0,1.0,1.0,1.0,0,0,1,0.0,0,1
294,1.0,0,0,0.0,0,0,1,0,1.0,0.0,1,0,1,0,0.0,1,0,0.0,1,1,0.0,0.0,0.0,0.0,0,0,1,0.0,1,1
295,1.0,0,0,1.0,1,0,0,1,1.0,1.0,1,1,1,1,1.0,1,0,1.0,1,1,0.0,1.0,1.0,1.0,1,1,1,1.0,1,1
296,1.0,0,1,0.0,1,0,1,1,0.0,0.0,1,1,1,0,1.0,1,1,0.0,0,1,0.0,1.0,1.0,0.0,1,0,0,1.0,1,0
297,1.0,1,0,1.0,1,0,0,1,0.0,1.0,1,1,1,1,1.0,1,0,0.0,0,1,0.0,1.0,0.0,1.0,1,0,0,1.0,1,0
298,0.0,1,1,1.0,1,1,1,0,1.0,1.0,1,0,1,0,1.0,1,1,1.0,1,1,0.0,0.0,1.0,1.0,1,1,1,1.0,0,1
299,0.0,1,1,1.0,1,1,1,0,1.0,1.0,1,0,0,0,0.0,1,1,0.0,0,0,0.0,1.0,1.0,1.0,1,0,1,1.0,1,0
300,1.0,1,1,1.0,0,1,0,1,0.0,1.0,1,0,0,1,1.0,0,1,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,1
301,1.0,1,1,1.0,0,1,1,1,0.0,1.0,1,0,1,1,1.0,0,1,0.0,1,1,0.0,1.0,0.0,0.0,1,0,0,1.0,1,1
302,1.0,1,1,1.0,0,1,1,1,1.0,1.0,1,1,1,0,1.0,1,0,1.0,1,1,1.0,1.0,1.0,1.0,1,1,0,1.0,1,1
303,1.0,0,1,1.0,1,1,1,1,1.0,1.0,1,1,1,0,0.0,0,0,1.0,1,1,1.0,1.0,1.0,0.0,0,1,1,0.0,1,1
304,1.0,0,1,0.0,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,0,1.0,1,1,1.0,1.0,0.0,1.0,0,1,0,1.0,0,0
305,1.0,1,1,1.0,1,1,1,0,1.0,1.0,1,1,1,1,0.0,0,1,1.0,0,0,1.0,0.0,1.0,1.0,1,1,1,1.0,0,1
306,1.0,0,1,1.0,0,1,0,0,1.0,1.0,0,0,0,1,1.0,1,0,1.0,1,1,1.0,1.0,0.0,0.0,0,0,0,0.0,0,0
307,0.0,1,1,1.0,1,0,1,1,1.0,1.0,1,1,1,1,1.0,1,0,1.0,0,1,0.0,1.0,1.0,1.0,1,1,0,1.0,0,1
308,1.0,1,1,0.0,1,1,1,1,1.0,0.0,1,1,1,1,1.0,1,0,1.0,1,1,0.0,1.0,1.0,1.0,1,0,1,1.0,1,1
309,1.0,1,1,0.0,1,1,1,0,1.0,1.0,1,0,0,1,1.0,1,0,1.0,1,0,0.0,0.0,1.0,1.0,1,0,1,0.0,1,0
310,1.0,1,1,1.0,0,1,0,0,0.0,0.0,1,1,1,1,1.0,1,0,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1,1.0,0,1
311,1.0,0,1,1.0,0,1,1,0,1.0,0.0,1,0,1,1,1.0,0,1,1.0,0,1,0.0,1.0,0.0,1.0,1,0,1,1.0,1,1
312,1.0,0,1,1.0,1,0,1,0,0.0,1.0,1,0,0,1,1.0,1,0,0.0,1,0,1.0,1.0,0.0,1.0,1,1,1,1.0,1,1
313,1.0,1,1,1.0,0,1,0,1,1.0,1.0,1,0,1,1,1.0,1,0,0.0,0,1,1.0,1.0,0.0,0.0,0,0,0,0.0,1,1
314,0.0,0,0,1.0,0,1,0,1,1.0,1.0,1,1,1,1,0.0,1,0,0.0,1,0,1.0,0.0,0.0,1.0,0,1,0,0.0,1,1
315,1.0,1,0,1.0,1,1,1,0,0.0,1.0,1,1,1,1,0.0,1,1,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,1,1
316,1.0,1,1,1.0,1,0,0,0,1.0,1.0,1,1,1,1,1.0,1,0,1.0,1,0,0.0,0.0,1.0,1.0,1,1,1,1.0,1,1
317,1.0,1,1,1.0,0,1,1,1,1.0,0.0,1,0,0,1,1.0,1,1,1.0,1,1,1.0,0.0,0.0,1.0,0,1,1,0.0,0,1
318,1.0,1,1,1.0,1,1,1,1,1.0,0.0,1,1,0,1,1.0,1,1,1.0,0,0,1.0,0.0,1.0,1.0,0,0,1,1.0,1,1
319,1.0,0,1,1.0,1,1,1,1,1.0,0.0,1,1,1,1,1.0,1,0,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1,0.0,1,1
320,1.0,1,1,1.0,1,1,1,1,1.0,0.0,1,1,1,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,0.0,0,1,1,1.0,0,0
321,1.0,1,1,1.0,1,1,1,0,1.0,1.0,1,1,1,1,0.0,0,1,1.0,1,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1,1
322,1.0,1,1,1.0,1,1,1,0,1.0,1.0,1,1,1,1,1.0,0,0,1.0,1,0,1.0,1.0,0.0,1.0,0,0,0,1.0,1,1
323,1.0,1,1,1.0,1,0,0,0,1.0,1.0,1,1,1,1,1.0,1,0,1.0,1,0,1.0,1.0,1.0,1.0,1,0,1,1.0,1,1
324,1.0,1,0,1.0,0,1,1,1,1.0,1.0,1,1,1,1,1.0,1,0,1.0,1,0,1.0,0.0,1.0,1.0,1,0,1,1.0,1,1
325,1.0,1,0,1.0,1,1,1,0,1.0,1.0,1,1,1,1,1.0,1,1,1.0,1,1,0.0,1.0,1.0,1.0,1,1,1,1.0,1,1
326,1.0,0,1,1.0,1,1,1,0,0.0,1.0,1,1,1,1,1.0,1,1,1.0,1,1,1.0,1.0,0.0,0.0,1,1,0,1.0,0,1
